Index,O3,NO,NO2,PM25,M_DIR,M_SPED,M_T,Datetime
2016-07-25 19:00:00,23.59915,6.75475,26.13383,2.8,286.5,2.3,16.2,25/07/2016 19:00:00
2016-07-25 20:00:00,15.76603,12.18176,35.5003,4.2,274.0,1.8,14.3,25/07/2016 20:00:00
2016-07-25 21:00:00,15.01764,6.15137,33.83738,3.4,260.6,1.9,12.6,25/07/2016 21:00:00
2016-07-25 22:00:00,10.72689,12.63484,40.00567,2.3,246.0,2.2,11.5,25/07/2016 22:00:00
2016-07-25 23:00:00,8.73119,15.55944,39.6533,1.1,221.9,1.7,10.5,25/07/2016 23:00:00
2016-07-25 00:00:00,14.51872,3.25639,28.20125,3.5,204.4,1.4,10.8,25/07/2016 00:00:00
2016-07-26 01:00:00,13.37119,2.07093,25.37123,7.443815231323242,163.3,2.1,9.2,26/07/2016 01:00:00
2016-07-26 02:00:00,9.64588,3.54524,30.72368,8.32217788696289,164.6,1.9,10.4,26/07/2016 02:00:00
2016-07-26 03:00:00,9.57936,4.89908,23.42908,6.871492385864258,189.1,2.4,11.0,26/07/2016 03:00:00
2016-07-26 04:00:00,8.48173,5.73602,25.13886,7.3,191.9,2.3,11.3,26/07/2016 04:00:00
2016-07-26 05:00:00,9.9785,5.58603,20.94857,5.7,197.8,2.6,11.5,26/07/2016 05:00:00
2016-07-26 06:00:00,6.03699,20.97054,30.23471,2.0,217.2,2.5,11.7,26/07/2016 06:00:00
2016-07-26 07:00:00,6.88517,33.51745,34.66215,5.5,199.8,2.2,12.6,26/07/2016 07:00:00
2016-07-26 08:00:00,7.68345,32.94992,38.29542,5.0,244.2,2.3,14.8,26/07/2016 08:00:00
2016-07-26 09:00:00,9.87872,34.563,38.26195,10.089851379394531,261.4,3.2,16.9,26/07/2016 09:00:00
2016-07-26 10:00:00,16.21506,22.7336,32.96385,8.3,255.2,3.4,17.8,26/07/2016 10:00:00
2016-07-26 11:00:00,18.26066,22.64348,32.59569,11.7,253.3,3.3,19.1,26/07/2016 11:00:00
2016-07-26 12:00:00,21.65335,18.58103,30.76687,3.9,256.5,3.9,20.2,26/07/2016 12:00:00
2016-07-26 13:00:00,21.50367,21.83711,34.20076,1.7,254.9,4.1,20.2,26/07/2016 13:00:00
2016-07-26 14:00:00,20.45593,21.23934,36.82088,4.6,268.5,3.5,19.5,26/07/2016 14:00:00
2016-07-26 15:00:00,20.95485,14.69756,36.72191,6.1,284.1,2.5,17.6,26/07/2016 15:00:00
2016-07-26 16:00:00,20.35614,16.69885,40.46754,6.6,255.4,3.5,18.9,26/07/2016 16:00:00
2016-07-26 17:00:00,16.6142,25.51165,42.97866,5.5,238.0,3.1,18.8,26/07/2016 17:00:00
2016-07-26 18:00:00,17.01334,18.64059,39.56197,7.1,220.9,3.3,17.2,26/07/2016 18:00:00
2016-07-26 19:00:00,16.6641,15.77304,36.04011,4.6,224.8,3.4,16.2,26/07/2016 19:00:00
2016-07-26 20:00:00,19.05894,9.55931,29.6361,4.4,189.7,3.0,15.7,26/07/2016 20:00:00
2016-07-26 21:00:00,15.46668,11.44117,31.72312,3.6,210.0,3.7,15.5,26/07/2016 21:00:00
2016-07-26 22:00:00,15.21721,11.44148,28.82185,1.1,215.6,4.1,15.5,26/07/2016 22:00:00
2016-07-26 23:00:00,16.81377,8.9921,25.30285,1.6,204.4,4.0,15.4,26/07/2016 23:00:00
2016-07-26 00:00:00,24.79657,2.74843,13.09776,1.8,199.9,4.4,15.4,26/07/2016 00:00:00
2016-07-27 01:00:00,26.07715,0.98745,8.71463,0.9,214.5,4.4,15.6,27/07/2016 01:00:00
2016-07-27 02:00:00,22.41836,3.00184,16.27984,5.803109169006348,218.6,4.4,15.4,27/07/2016 02:00:00
2016-07-27 03:00:00,22.70109,1.71816,9.28328,4.567963123321533,230.5,4.3,15.6,27/07/2016 03:00:00
2016-07-27 04:00:00,20.40603,2.07364,10.06214,4.8853759765625,252.0,3.4,15.5,27/07/2016 04:00:00
2016-07-27 05:00:00,13.37119,6.54677,17.54097,6.281808853149414,261.0,2.7,15.2,27/07/2016 05:00:00
2016-07-27 06:00:00,12.77248,7.61321,21.431,6.705467224121094,285.7,2.7,15.0,27/07/2016 06:00:00
2016-07-27 07:00:00,11.57506,13.56751,31.43289,2.5,308.2,3.0,15.4,27/07/2016 07:00:00
2016-07-27 08:00:00,18.31055,11.61236,27.26221,1.1,303.9,3.0,16.4,27/07/2016 08:00:00
2016-07-27 09:00:00,24.54711,9.89421,20.76353,6.611305236816406,297.7,3.8,18.2,27/07/2016 09:00:00
2016-07-27 10:00:00,28.08948,9.59797,20.48718,0.8,302.8,4.5,19.6,27/07/2016 10:00:00
2016-07-27 11:00:00,28.18926,10.27931,20.9041,3.6,301.5,5.1,20.1,27/07/2016 11:00:00
2016-07-27 12:00:00,32.43012,9.5091,20.21273,2.1,301.3,5.3,19.9,27/07/2016 12:00:00
2016-07-27 13:00:00,40.31314,5.68769,14.97774,1.8,301.4,5.1,19.8,27/07/2016 13:00:00
2016-07-27 14:00:00,41.95959,5.27296,15.61317,1.9,299.9,4.9,19.6,27/07/2016 14:00:00
2016-07-27 15:00:00,44.05508,5.77656,15.66242,4.6,297.7,4.7,19.1,27/07/2016 15:00:00
2016-07-27 16:00:00,42.75787,8.50191,20.84386,3.4,302.8,4.7,18.4,27/07/2016 16:00:00
2016-07-27 17:00:00,41.06153,7.67245,21.38605,2.8,309.0,4.2,17.4,27/07/2016 17:00:00
2016-07-27 18:00:00,38.01809,8.29454,24.40493,3.7,309.2,4.0,16.1,27/07/2016 18:00:00
2016-07-27 19:00:00,42.6082,4.91748,19.49124,2.0,305.8,3.2,14.5,27/07/2016 19:00:00
2016-07-27 20:00:00,43.30669,3.79179,20.34996,4.1,284.7,2.1,12.5,27/07/2016 20:00:00
2016-07-27 21:00:00,48.19616,2.51799,16.64018,4.2,250.2,2.0,11.4,27/07/2016 21:00:00
2016-07-27 22:00:00,37.76862,3.25857,25.23113,3.4,268.3,1.6,12.5,27/07/2016 22:00:00
2016-07-27 23:00:00,30.78367,2.90309,31.07334,4.7,260.5,0.8,12.3,27/07/2016 23:00:00
2016-07-27 00:00:00,30.43443,1.36268,25.99231,2.2,253.7,1.1,12.0,27/07/2016 00:00:00
2016-07-28 01:00:00,34.32604,0.82197,19.38701,4.0,140.0,2.0,7.5,28/07/2016 01:00:00
2016-07-28 02:00:00,9.04717,9.50734,55.03028,5.5,121.3,1.8,7.5,28/07/2016 02:00:00
2016-07-28 03:00:00,14.51872,2.84634,39.82781,1.6,145.8,1.5,7.9,28/07/2016 03:00:00
2016-07-28 04:00:00,13.07184,2.25948,34.43313,5.9,145.8,1.4,8.3,28/07/2016 04:00:00
2016-07-28 05:00:00,13.92001,5.04689,29.66144,6.6,162.6,1.7,8.7,28/07/2016 05:00:00
2016-07-28 06:00:00,5.53807,37.26527,44.37478,6.2,150.1,1.5,9.0,28/07/2016 06:00:00
2016-07-28 07:00:00,7.83312,35.24059,46.66452,5.5,144.7,2.0,10.3,28/07/2016 07:00:00
2016-07-28 08:00:00,12.02409,33.8617,45.33773,2.8,175.8,2.0,11.8,28/07/2016 08:00:00
2016-07-28 09:00:00,14.86797,33.6269,47.28226,2.9,194.9,2.8,13.4,28/07/2016 09:00:00
2016-07-28 10:00:00,15.26711,32.08139,47.3433,6.9,195.9,3.1,13.9,28/07/2016 10:00:00
2016-07-28 11:00:00,15.91571,10.675583839416504,33.28285217285156,12.5,169.1,2.4,13.9,28/07/2016 11:00:00
2016-07-28 12:00:00,15.81592,10.66409683227539,32.41917419433594,7.0,170.7,3.0,14.9,28/07/2016 12:00:00
2016-07-28 13:00:00,23.931453704833984,10.680490493774414,32.878841400146484,8.359527587890625,179.6,3.6,14.2,28/07/2016 13:00:00
2016-07-28 14:00:00,26.831777572631836,10.676342964172363,32.76125717163086,8.359527587890625,170.5,4.1,14.3,28/07/2016 14:00:00
2016-07-28 15:00:00,23.864280700683594,10.65952205657959,32.52213668823242,8.359527587890625,172.2,3.5,14.6,28/07/2016 15:00:00
2016-07-28 16:00:00,23.76029396057129,10.66409683227539,32.30807876586914,8.359527587890625,194.8,3.0,15.0,28/07/2016 16:00:00
2016-07-28 17:00:00,23.855592727661133,10.562023162841797,31.921733856201172,8.191783905029297,222.0,3.2,17.2,28/07/2016 17:00:00
2016-07-28 18:00:00,23.869661331176758,10.570257186889648,31.921733856201172,8.191783905029297,237.0,2.0,16.9,28/07/2016 18:00:00
2016-07-28 19:00:00,31.13878059387207,10.601913452148438,31.97395133972168,8.191783905029297,323.2,1.1,15.8,28/07/2016 19:00:00
2016-07-28 20:00:00,25.40728759765625,10.670266151428223,32.669960021972656,8.359527587890625,120.2,1.8,14.5,28/07/2016 20:00:00
2016-07-28 21:00:00,22.605308532714844,11.305633544921875,37.16908645629883,8.923578262329102,160.5,2.5,13.7,28/07/2016 21:00:00
2016-07-28 22:00:00,23.813228607177734,10.675583839416504,33.28285217285156,8.359527587890625,223.3,2.8,13.9,28/07/2016 22:00:00
2016-07-28 23:00:00,22.651025772094727,11.280571937561035,37.21181106567383,8.923578262329102,218.2,2.5,13.4,28/07/2016 23:00:00
2016-07-28 00:00:00,23.813228607177734,10.674093246459961,33.28285217285156,8.359527587890625,226.2,2.9,13.8,28/07/2016 00:00:00
2016-07-29 01:00:00,21.78746795654297,11.132547378540039,37.79315185546875,9.248804092407227,188.6,2.4,12.8,29/07/2016 01:00:00
2016-07-29 02:00:00,22.605308532714844,11.132547378540039,37.258609771728516,9.033446311950684,191.1,2.6,13.0,29/07/2016 02:00:00
2016-07-29 03:00:00,22.497722625732422,11.132547378540039,37.258609771728516,9.033446311950684,208.2,2.3,13.0,29/07/2016 03:00:00
2016-07-29 04:00:00,22.605308532714844,11.132547378540039,37.258609771728516,9.033446311950684,205.1,2.4,13.0,29/07/2016 04:00:00
2016-07-29 05:00:00,22.605308532714844,11.132547378540039,37.258609771728516,9.033446311950684,204.6,2.9,13.1,29/07/2016 05:00:00
2016-07-29 06:00:00,22.605308532714844,11.164002418518066,37.18896484375,8.913572311401367,212.8,2.6,13.3,29/07/2016 06:00:00
2016-07-29 07:00:00,22.651025772094727,11.280571937561035,37.21181106567383,8.923578262329102,218.0,2.6,13.4,29/07/2016 07:00:00
2016-07-29 08:00:00,22.70169448852539,11.305633544921875,37.16908645629883,8.923578262329102,230.9,2.4,13.7,29/07/2016 08:00:00
2016-07-29 09:00:00,30.422916412353516,10.670266151428223,32.669960021972656,8.359527587890625,283.4,2.1,14.5,29/07/2016 09:00:00
2016-07-29 10:00:00,30.81999969482422,10.582581520080566,31.94142723083496,8.191783905029297,298.8,2.4,16.1,29/07/2016 10:00:00
2016-07-29 11:00:00,30.622087478637695,10.562023162841797,31.921733856201172,8.191783905029297,297.8,3.5,17.4,29/07/2016 11:00:00
2016-07-29 12:00:00,31.595102310180664,10.557798385620117,31.921733856201172,8.191783905029297,309.5,3.6,19.0,29/07/2016 12:00:00
2016-07-29 13:00:00,38.8790168762207,10.524252891540527,31.970911026000977,8.202566146850586,295.7,3.4,19.7,29/07/2016 13:00:00
2016-07-29 14:00:00,35.44598388671875,8.781282424926758,29.591079711914062,8.189210891723633,292.1,4.5,20.5,29/07/2016 14:00:00
2016-07-29 15:00:00,35.99297332763672,8.676225662231445,29.532276153564453,8.189210891723633,301.0,4.7,20.8,29/07/2016 15:00:00
2016-07-29 16:00:00,35.83909606933594,8.781282424926758,29.591079711914062,8.189210891723633,316.0,4.9,20.5,29/07/2016 16:00:00
2016-07-29 17:00:00,32.115325927734375,10.524252891540527,31.970911026000977,8.191783905029297,316.7,4.7,19.6,29/07/2016 17:00:00
2016-07-29 18:00:00,29.7128849029541,10.557798385620117,31.921733856201172,8.191783905029297,314.5,4.2,18.4,29/07/2016 18:00:00
2016-07-29 19:00:00,30.68357276916504,10.570257186889648,31.921733856201172,8.191783905029297,311.7,3.1,16.9,29/07/2016 19:00:00
2016-07-29 20:00:00,30.48250961303711,10.65952205657959,32.52213668823242,8.359527587890625,287.5,2.1,14.6,29/07/2016 20:00:00
2016-07-29 21:00:00,26.439725875854492,11.132547378540039,37.258609771728516,9.033446311950684,262.7,1.9,12.9,29/07/2016 21:00:00
2016-07-29 22:00:00,15.910906791687012,12.038785934448242,40.31853485107422,9.530630111694336,244.2,1.7,11.8,29/07/2016 22:00:00
2016-07-29 23:00:00,23.290252685546875,12.213788032531738,40.746238708496094,9.530630111694336,257.8,1.0,11.4,29/07/2016 23:00:00
2016-07-29 00:00:00,15.452445983886719,12.117890357971191,40.58847427368164,9.530630111694336,123.0,0.4,11.7,29/07/2016 00:00:00
2016-07-30 01:00:00,15.360480308532715,15.01814079284668,42.93110275268555,9.659417152404785,190.9,0.2,9.7,30/07/2016 01:00:00
2016-07-30 02:00:00,15.360480308532715,14.291236877441406,42.33188247680664,9.530630111694336,155.0,1.1,10.0,30/07/2016 02:00:00
2016-07-30 03:00:00,21.432003021240234,14.827120780944824,42.77491760253906,9.659417152404785,254.2,0.4,10.2,30/07/2016 03:00:00
2016-07-30 04:00:00,22.561649322509766,14.827120780944824,42.77491760253906,9.659417152404785,304.0,0.7,10.2,30/07/2016 04:00:00
2016-07-30 05:00:00,22.561649322509766,15.1034574508667,42.833274841308594,9.659417152404785,271.5,0.7,10.3,30/07/2016 05:00:00
2016-07-30 06:00:00,22.561649322509766,15.1034574508667,42.833274841308594,9.659417152404785,309.9,0.8,10.3,30/07/2016 06:00:00
2016-07-30 07:00:00,22.619983673095703,14.291236877441406,42.33188247680664,9.530630111694336,315.9,0.9,10.0,30/07/2016 07:00:00
2016-07-30 08:00:00,22.75194549560547,13.50340747833252,42.04825210571289,9.530630111694336,283.4,0.9,10.4,30/07/2016 08:00:00
2016-07-30 09:00:00,23.307323455810547,11.975401878356934,40.45230484008789,9.530630111694336,264.5,1.0,11.2,30/07/2016 09:00:00
2016-07-30 10:00:00,23.884483337402344,10.938600540161133,39.213558197021484,9.298880577087402,274.0,1.4,12.2,30/07/2016 10:00:00
2016-07-30 11:00:00,30.283451080322266,10.66409683227539,32.41917419433594,8.359527587890625,279.4,2.1,14.9,30/07/2016 11:00:00
2016-07-30 12:00:00,30.24737548828125,10.587517738342285,31.94142723083496,8.191783905029297,283.0,2.5,16.0,30/07/2016 12:00:00
2016-07-30 13:00:00,29.01835060119629,10.557798385620117,31.921733856201172,8.191783905029297,291.1,4.6,18.8,30/07/2016 13:00:00
2016-07-30 14:00:00,29.884721755981445,10.557798385620117,31.921733856201172,8.191783905029297,296.8,5.1,19.1,30/07/2016 14:00:00
2016-07-30 15:00:00,29.522438049316406,10.557798385620117,31.921733856201172,8.191783905029297,297.4,5.1,18.8,30/07/2016 15:00:00
2016-07-30 16:00:00,29.58335304260254,10.557798385620117,31.921733856201172,8.191783905029297,298.8,4.8,18.2,30/07/2016 16:00:00
2016-07-30 17:00:00,29.7128849029541,10.562023162841797,31.921733856201172,8.191783905029297,300.5,4.6,17.5,30/07/2016 17:00:00
2016-07-30 18:00:00,29.7128849029541,10.570257186889648,31.921733856201172,8.191783905029297,300.0,4.2,16.4,30/07/2016 18:00:00
2016-07-30 19:00:00,30.622087478637695,10.66409683227539,32.30807876586914,8.359527587890625,297.3,3.3,15.0,30/07/2016 19:00:00
2016-07-30 20:00:00,29.804668426513672,11.132547378540039,37.258609771728516,9.033446311950684,300.0,2.5,13.1,30/07/2016 20:00:00
2016-07-30 21:00:00,16.094417572021484,12.123652458190918,40.573387145996094,9.530630111694336,247.2,1.2,11.6,30/07/2016 21:00:00
2016-07-30 22:00:00,15.459329605102539,14.26256275177002,42.4908332824707,9.62988567352295,171.1,1.8,10.6,30/07/2016 22:00:00
2016-07-30 23:00:00,15.529239654541016,11.985788345336914,40.57735061645508,9.530630111694336,192.2,1.7,11.1,30/07/2016 23:00:00
2016-07-30 00:00:00,15.529239654541016,12.038785934448242,40.31853485107422,9.530630111694336,209.5,1.6,11.8,30/07/2016 00:00:00
2016-07-31 01:00:00,14.000130653381348,16.809900283813477,46.16088104248047,10.300512313842773,190.8,1.6,8.6,31/07/2016 01:00:00
2016-07-31 02:00:00,15.309462547302246,14.585010528564453,43.45497512817383,9.659417152404785,186.2,0.6,8.9,31/07/2016 02:00:00
2016-07-31 03:00:00,15.309462547302246,15.102229118347168,43.678199768066406,9.659417152404785,152.5,0.5,9.2,31/07/2016 03:00:00
2016-07-31 04:00:00,15.309462547302246,15.102229118347168,43.678199768066406,9.659417152404785,156.1,1.2,9.2,31/07/2016 04:00:00
2016-07-31 05:00:00,15.360480308532715,13.555720329284668,42.57127380371094,9.659417152404785,204.7,1.0,9.3,31/07/2016 05:00:00
2016-07-31 06:00:00,15.309462547302246,15.245522499084473,43.721736907958984,9.659417152404785,209.4,1.7,9.1,31/07/2016 06:00:00
2016-07-31 07:00:00,15.360480308532715,13.555720329284668,42.57127380371094,9.659417152404785,223.4,1.7,9.3,31/07/2016 07:00:00
2016-07-31 08:00:00,15.624870300292969,15.01814079284668,42.93110275268555,9.659417152404785,240.1,1.8,9.7,31/07/2016 08:00:00
2016-07-31 09:00:00,19.0234317779541,15.1034574508667,42.833274841308594,9.659417152404785,250.3,1.6,10.3,31/07/2016 09:00:00
2016-07-31 10:00:00,23.8878116607666,12.117890357971191,40.58847427368164,9.530630111694336,264.1,1.6,11.7,31/07/2016 10:00:00
2016-07-31 11:00:00,30.24737548828125,10.616653442382812,32.199119567871094,8.412094116210938,285.7,2.7,15.3,31/07/2016 11:00:00
2016-07-31 12:00:00,30.622087478637695,10.562023162841797,31.921733856201172,8.191783905029297,293.9,3.6,17.5,31/07/2016 12:00:00
2016-07-31 13:00:00,29.58335304260254,10.557798385620117,31.921733856201172,8.191783905029297,299.9,4.2,18.2,31/07/2016 13:00:00
2016-07-31 14:00:00,29.530616760253906,10.557798385620117,31.921733856201172,8.191783905029297,298.6,4.9,18.8,31/07/2016 14:00:00
2016-07-31 15:00:00,29.58335304260254,10.557798385620117,31.921733856201172,8.191783905029297,299.2,4.8,18.6,31/07/2016 15:00:00
2016-07-31 16:00:00,29.7128849029541,10.562023162841797,31.921733856201172,8.191783905029297,300.8,4.7,18.1,31/07/2016 16:00:00
2016-07-31 17:00:00,29.7128849029541,10.562023162841797,31.921733856201172,8.191783905029297,304.4,4.4,17.3,31/07/2016 17:00:00
2016-07-31 18:00:00,30.089948654174805,10.582581520080566,31.94142723083496,8.191783905029297,307.7,3.8,16.1,31/07/2016 18:00:00
2016-07-31 19:00:00,30.81999969482422,10.65952205657959,32.41917419433594,8.359527587890625,304.5,2.7,14.7,31/07/2016 19:00:00
2016-07-31 20:00:00,23.941146850585938,11.132547378540039,39.51110076904297,9.439477920532227,287.5,1.7,12.5,31/07/2016 20:00:00
2016-07-31 21:00:00,15.529239654541016,11.985788345336914,40.57735061645508,9.530630111694336,215.8,1.6,11.1,31/07/2016 21:00:00
2016-07-31 22:00:00,15.87371826171875,13.126506805419922,42.109397888183594,9.530630111694336,191.2,2.3,10.1,31/07/2016 22:00:00
2016-07-31 23:00:00,15.87371826171875,15.161711692810059,43.31055450439453,9.659417152404785,199.4,2.3,9.4,31/07/2016 23:00:00
2016-07-31 00:00:00,15.922664642333984,15.102229118347168,43.678199768066406,9.659417152404785,219.1,2.5,9.2,31/07/2016 00:00:00
2016-08-01 01:00:00,13.906844139099121,17.80940055847168,47.9970703125,10.373753547668457,198.5,1.9,8.2,01/08/2016 01:00:00
2016-08-01 02:00:00,15.309462547302246,14.585010528564453,43.45497512817383,9.659417152404785,202.8,1.8,8.9,01/08/2016 02:00:00
2016-08-01 03:00:00,15.309462547302246,15.620635986328125,43.91496658325195,9.845078468322754,193.9,1.8,9.0,01/08/2016 03:00:00
2016-08-01 04:00:00,15.262553215026855,14.345216751098633,44.30301284790039,9.977692604064941,203.7,2.0,8.8,01/08/2016 04:00:00
2016-08-01 05:00:00,15.262553215026855,14.345216751098633,44.30301284790039,9.977692604064941,208.4,1.9,8.8,01/08/2016 05:00:00
2016-08-01 06:00:00,15.262553215026855,14.345216751098633,44.30301284790039,9.977692604064941,207.6,2.0,8.8,01/08/2016 06:00:00
2016-08-01 07:00:00,15.309462547302246,15.620635986328125,43.91496658325195,9.845078468322754,204.6,1.7,9.0,01/08/2016 07:00:00
2016-08-01 08:00:00,15.360480308532715,13.555720329284668,42.57127380371094,9.659417152404785,198.4,1.9,9.3,01/08/2016 08:00:00
2016-08-01 09:00:00,15.360480308532715,15.1034574508667,42.833274841308594,9.659417152404785,192.0,1.9,10.3,01/08/2016 09:00:00
2016-08-01 10:00:00,22.388748168945312,11.132547378540039,37.258609771728516,9.033446311950684,212.9,1.4,12.9,01/08/2016 10:00:00
2016-08-01 11:00:00,24.000152587890625,10.570257186889648,31.921733856201172,8.191783905029297,247.1,2.8,16.8,01/08/2016 11:00:00
2016-08-01 12:00:00,23.971864700317383,10.557798385620117,31.921733856201172,8.9,240.5,3.2,18.2,01/08/2016 12:00:00
2016-08-01 13:00:00,8.6314,39.99623,46.70947,6.8,227.9,3.3,18.9,01/08/2016 13:00:00
2016-08-01 14:00:00,13.62065,20.69271,42.02336,5.8,216.3,4.1,18.9,01/08/2016 14:00:00
2016-08-01 15:00:00,13.72044,17.14539,39.18713,6.3,201.9,4.9,15.2,01/08/2016 15:00:00
2016-08-01 16:00:00,9.77893,25.80664,49.05084,10.9,185.5,3.0,14.3,01/08/2016 16:00:00
2016-08-01 17:00:00,9.52947,43.98666,52.27675,9.6,179.5,2.4,14.0,01/08/2016 17:00:00
2016-08-01 18:00:00,13.12173,34.52714,52.00327,5.8,152.5,2.2,13.8,01/08/2016 18:00:00
2016-08-01 19:00:00,16.71399,20.75164,47.16225,5.8,165.2,2.3,13.7,01/08/2016 19:00:00
2016-08-01 20:00:00,16.41463,13.50951,39.85124,4.6,154.1,1.9,13.6,01/08/2016 20:00:00
2016-08-01 21:00:00,9.03054,20.84082,44.38865,3.5,121.2,2.0,13.5,01/08/2016 21:00:00
2016-08-01 22:00:00,9.77893,16.5841,40.32028,3.1,138.3,2.5,13.6,01/08/2016 22:00:00
2016-08-01 23:00:00,12.77248,12.6813,34.119,2.7,128.8,2.5,13.7,01/08/2016 23:00:00
2016-08-01 00:00:00,18.95915,6.71016,22.31314,6.6936492919921875,152.9,1.8,13.4,01/08/2016 00:00:00
2016-08-02 01:00:00,21.28747,4.02878,17.3094,6.202987194061279,94.7,2.5,11.2,02/08/2016 01:00:00
2016-08-02 02:00:00,22.75098,3.94978,19.1913,6.570164680480957,97.3,2.6,11.2,02/08/2016 02:00:00
2016-08-02 03:00:00,19.55786,4.35464,19.58687,1.0,110.0,2.4,12.3,02/08/2016 03:00:00
2016-08-02 04:00:00,20.85507,3.79179,16.17114,5.836026191711426,115.9,2.7,12.8,02/08/2016 04:00:00
2016-08-02 05:00:00,16.21506,6.75413,21.86992,0.0,116.0,2.8,13.0,02/08/2016 05:00:00
2016-08-02 06:00:00,12.12388,18.27762,29.37218,0.7,108.8,3.0,13.0,02/08/2016 06:00:00
2016-08-02 07:00:00,6.43613,40.37666,36.77212,1.5,113.7,2.8,13.1,02/08/2016 07:00:00
2016-08-02 08:00:00,8.6314,44.90904,33.60071,5.1,124.0,2.9,13.4,02/08/2016 08:00:00
2016-08-02 09:00:00,8.73119,39.93231,30.0339,6.4,133.9,2.8,13.9,02/08/2016 09:00:00
2016-08-02 10:00:00,8.6813,10.666412353515625,32.72994613647461,8.4,137.9,3.0,14.4,02/08/2016 10:00:00
2016-08-02 11:00:00,12.97205,10.66409683227539,32.41917419433594,8.371345520019531,137.7,2.7,14.9,02/08/2016 11:00:00
2016-08-02 12:00:00,12.17377,10.601913452148438,31.97395133972168,6.9,122.4,1.9,15.6,02/08/2016 12:00:00
2016-08-02 13:00:00,8.6813,10.557798385620117,31.921733856201172,7.3,215.4,3.2,18.3,02/08/2016 13:00:00
2016-08-02 14:00:00,6.23656,10.562023162841797,31.921733856201172,7.6,203.9,2.2,18.0,02/08/2016 14:00:00
2016-08-02 15:00:00,5.3385,10.562023162841797,31.921733856201172,11.8,192.9,2.8,17.9,02/08/2016 15:00:00
2016-08-02 16:00:00,3.19312,10.562023162841797,31.921733856201172,11.7,194.1,2.5,17.7,02/08/2016 16:00:00
2016-08-02 17:00:00,2.29506,10.524252891540527,31.970911026000977,9.5,208.8,2.8,19.7,02/08/2016 17:00:00
2016-08-02 18:00:00,4.19097,10.557798385620117,31.921733856201172,7.2,251.8,2.4,19.1,02/08/2016 18:00:00
2016-08-02 19:00:00,9.3299,10.562023162841797,31.921733856201172,6.9,253.8,2.3,17.7,02/08/2016 19:00:00
2016-08-02 20:00:00,11.02624,10.562023162841797,31.921733856201172,2.2,235.1,3.0,17.2,02/08/2016 20:00:00
2016-08-02 21:00:00,13.72044,10.570257186889648,31.921733856201172,3.8,228.8,3.6,16.7,02/08/2016 21:00:00
2016-08-02 22:00:00,8.23226,10.570257186889648,31.921733856201172,2.9,218.1,3.6,16.2,02/08/2016 22:00:00
2016-08-02 23:00:00,7.83312,10.587517738342285,31.96668815612793,2.2,216.9,3.5,15.9,02/08/2016 23:00:00
2016-08-02 00:00:00,12.47313,10.601913452148438,31.97395133972168,4.7,223.2,3.5,15.5,02/08/2016 00:00:00
2016-08-03 01:00:00,16.43126,10.601913452148438,31.97395133972168,1.3,211.2,3.0,15.5,03/08/2016 01:00:00
2016-08-03 02:00:00,21.88618,10.601913452148438,31.97395133972168,0.6,226.5,3.9,15.7,03/08/2016 02:00:00
2016-08-03 03:00:00,23.34969,10.601913452148438,31.97395133972168,0.2,241.4,4.4,15.5,03/08/2016 03:00:00
2016-08-03 04:00:00,24.84647,10.66409683227539,32.30807876586914,0.4,237.6,3.7,15.0,03/08/2016 04:00:00
2016-08-03 05:00:00,20.40603,10.674093246459961,33.28285217285156,0.6,245.8,3.4,13.8,03/08/2016 05:00:00
2016-08-03 06:00:00,15.16732,10.66409683227539,32.41917419433594,0.5,250.8,4.4,14.8,03/08/2016 06:00:00
2016-08-03 07:00:00,16.71399,10.570257186889648,31.921733856201172,3.0,255.7,5.1,16.6,03/08/2016 07:00:00
2016-08-03 08:00:00,14.41893,10.562023162841797,31.921733856201172,2.6,253.6,5.7,17.5,03/08/2016 08:00:00
2016-08-03 09:00:00,17.36259,10.557798385620117,31.921733856201172,8.191783905029297,251.6,5.9,18.4,03/08/2016 09:00:00
2016-08-03 10:00:00,29.22856903076172,10.557798385620117,31.921733856201172,8.191783905029297,246.9,6.8,19.1,03/08/2016 10:00:00
2016-08-03 11:00:00,29.14058494567871,10.557798385620117,31.921733856201172,8.191783905029297,243.4,6.1,18.5,03/08/2016 11:00:00
2016-08-03 12:00:00,31.482759475708008,10.524252891540527,31.970911026000977,8.191783905029297,242.3,7.7,19.7,03/08/2016 12:00:00
2016-08-03 13:00:00,31.050315856933594,10.557798385620117,31.970911026000977,8.191783905029297,244.3,8.2,19.5,03/08/2016 13:00:00
2016-08-03 14:00:00,29.186954498291016,10.557798385620117,31.921733856201172,8.191783905029297,224.7,6.6,18.7,03/08/2016 14:00:00
2016-08-03 15:00:00,29.162471771240234,10.562023162841797,31.921733856201172,8.191783905029297,237.5,6.4,17.4,03/08/2016 15:00:00
2016-08-03 16:00:00,29.162471771240234,10.570257186889648,31.921733856201172,8.191783905029297,231.0,7.1,16.8,03/08/2016 16:00:00
2016-08-03 17:00:00,29.111804962158203,10.562023162841797,31.921733856201172,8.191783905029297,226.0,6.8,17.2,03/08/2016 17:00:00
2016-08-03 18:00:00,29.09750747680664,10.570257186889648,31.921733856201172,8.191783905029297,231.3,6.2,16.2,03/08/2016 18:00:00
2016-08-03 19:00:00,29.162471771240234,10.601913452148438,31.97395133972168,8.191783905029297,229.8,6.5,15.4,03/08/2016 19:00:00
